frame,sim_time,input_delta_pos_x,input_delta_pos_y,input_delta_pos_z,input_delta_rot_x,input_delta_rot_y,input_delta_rot_z,input_gripper,ee_pos_x,ee_pos_y,ee_pos_z,ee_quat_x,ee_quat_y,ee_quat_z,ee_quat_w,ee_body_ang_vel_x,ee_body_ang_vel_y,ee_body_ang_vel_z,ee_body_lin_vel_x,ee_body_lin_vel_y,ee_body_lin_vel_z,gripper_pos,ee_target_pos_x,ee_target_pos_y,ee_target_pos_z,ee_target_quat_x,ee_target_quat_y,ee_target_quat_z,ee_target_quat_w,joint_q_0,joint_q_1,joint_q_2,joint_q_3,joint_q_4,joint_q_5,joint_q_6,joint_q_7,joint_target_q_0,joint_target_q_1,joint_target_q_2,joint_target_q_3,joint_target_q_4,joint_target_q_5,joint_target_q_6,joint_target_q_7
58,0.983333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.1000000,0.0,0.104944,-0.528039,0.667092,0.932971,-0.352270,-0.054206,-0.050327,0.000270,-0.000127,-0.000548,-0.398233,0.804305,-5.937459,0.040000,0.054499,-0.500000,0.422002,0.998748,0.050028,-0.000000,-0.000000,-0.219303,0.903138,-1.233529,0.202123,1.585322,0.799039,0.885414,0.040708,-0.336836,0.930571,-1.213390,0.436900,1.570830,0.843455,0.905553,0.040000
59,1.000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,-0.1000000,0.0,0.104950,-0.528041,0.667067,0.914191,-0.398468,-0.056742,-0.047514,0.000377,-0.000313,-0.001032,-0.396038,0.804491,-5.935080,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219307,0.903153,-1.233548,0.202117,1.585369,0.798865,0.985458,0.040831,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
60,1.016667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104965,-0.528029,0.667047,0.910971,-0.405750,-0.057218,-0.047175,0.001366,0.000144,-0.001767,-0.046466,0.132024,-0.948225,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219298,0.903205,-1.233418,0.202098,1.585617,0.798850,1.001675,0.040961,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
61,1.033333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104960,-0.528030,0.667053,0.910445,-0.406922,-0.057295,-0.047130,-0.000223,-0.000233,0.000221,-0.006290,0.020911,-0.152946,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219310,0.903199,-1.233386,0.202097,1.585680,0.798840,1.004302,0.040972,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
62,1.050000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910360,-0.407111,-0.057309,-0.047123,-0.000048,0.000004,0.000047,-0.000971,0.003493,-0.024657,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585693,0.798837,1.004729,0.040975,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
63,1.066667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910346,-0.407142,-0.057311,-0.047121,-0.000004,-0.000002,0.000001,-0.000203,0.000603,-0.004007,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585694,0.798836,1.004798,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
64,1.083333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407146,-0.057312,-0.047121,-0.000002,0.000007,0.000003,0.000004,0.000083,-0.000594,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004809,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
65,1.100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000001,-0.000003,0.000002,0.000003,0.000019,-0.000104,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
66,1.116667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
67,1.133333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
68,1.150000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
69,1.166667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
70,1.183333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
71,1.200000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
72,1.216667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
73,1.233333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
74,1.250000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
75,1.266667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
76,1.283333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
77,1.300000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
78,1.316667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
79,1.333333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
80,1.350000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
81,1.366667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
82,1.383333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
83,1.400000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
84,1.416667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
85,1.433333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
86,1.450000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
87,1.466667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
88,1.483333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
89,1.500000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
90,1.516667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
91,1.533333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
92,1.550000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
93,1.566667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
94,1.583333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
95,1.600000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
96,1.616667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
97,1.633333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
98,1.650000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
99,1.666667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
100,1.683333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
101,1.700000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
102,1.716667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
103,1.733333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
104,1.750000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
105,1.766667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
106,1.783333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
107,1.800000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
108,1.816667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
109,1.833333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
110,1.850000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
111,1.866667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
112,1.883333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.104959,-0.528030,0.667054,0.910344,-0.407147,-0.057312,-0.047121,-0.000002,-0.000000,0.000002,0.000017,0.000007,0.000020,0.040000,0.054499,-0.500000,0.422002,1.000000,0.000049,-0.000000,-0.000000,-0.219311,0.903197,-1.233381,0.202097,1.585696,0.798836,1.004811,0.040976,-0.336847,0.930569,-1.213404,0.436912,1.570856,0.843459,1.005559,0.040000
