time_s,delta_pos_x,delta_pos_y,delta_pos_z,delta_rot_x,delta_rot_y,delta_rot_z,gripper
30.747,-0.0181560,0.0027750,-0.0010680,-0.0054247,0.0310363,0.0110971,0.0
30.847,-0.0231590,0.0052290,-0.0142750,-0.0113317,0.0104831,0.0226664,0.0
30.947,-0.0145230,0.0045560,-0.0274390,-0.0184118,0.0158968,-0.0087314,0.0
31.048,-0.0023210,0.0000390,-0.0240850,-0.0077114,0.0193260,-0.0377302,0.0
31.148,-0.0056570,0.0038460,-0.0235520,-0.0116161,0.0199221,-0.0048274,0.0
31.248,-0.0046810,0.0059840,-0.0215370,-0.0223373,-0.0164685,-0.0020168,0.0
31.348,-0.0013370,0.0071660,-0.0243150,-0.0103535,-0.0065426,0.0089659,0.0
31.448,-0.0046500,0.0042230,-0.0301460,-0.0286846,0.0053743,0.0299611,0.0
31.548,-0.0092540,0.0049590,-0.0300270,0.0008046,0.0633871,-0.0137914,0.0
31.648,-0.0096190,0.0060180,-0.0205570,-0.0173329,-0.0115285,-0.0091660,0.0
31.748,-0.0065270,0.0032590,-0.0156410,-0.0026458,0.0257298,0.0078423,0.0
31.848,-0.0043440,-0.0000900,-0.0140090,-0.0097263,0.0276700,0.0041084,0.0
31.949,-0.0072780,-0.0033630,-0.0222860,-0.0103475,0.0431061,-0.0175903,0.0
32.049,-0.0063040,-0.0027830,-0.0207030,-0.0422170,0.0354904,0.0081834,0.0
32.149,-0.0049970,0.0007600,-0.0011770,-0.0032649,0.0017064,0.0044343,0.0
32.249,0.0045100,0.0047180,0.0266330,0.0465186,-0.0201458,0.0136668,0.0
32.349,0.0095250,0.0030420,0.0436380,0.0479783,-0.0156628,0.0360700,0.0
32.449,0.0131260,-0.0016690,0.0568930,0.0613028,-0.0499258,0.0161043,0.0
32.549,0.0169520,-0.0048890,0.0554030,0.0283481,0.0063744,-0.0050668,0.0
32.650,0.0200520,-0.0076290,0.0582270,-0.0094756,-0.0240013,-0.0111398,0.0
32.750,0.0169380,-0.0099080,0.0587990,0.0018418,-0.0670823,-0.0166786,0.0
32.850,0.0110050,-0.0089170,0.0648870,0.0023751,-0.0873782,-0.0080244,0.0
32.950,0.0033120,-0.0053410,0.0531033,0.0016595,-0.0648979,-0.0013956,0.0
33.050,-0.0016190,-0.0039540,0.0453967,0.0131671,-0.0493546,-0.0101366,0.0
33.150,-0.0010560,0.0000590,0.0494850,0.0022558,-0.0415391,0.0078419,0.0
33.251,0.0025370,0.0004240,0.0347080,0.0022759,-0.0088174,0.0098950,0.0
33.351,0.0042360,-0.0048270,0.0427130,-0.0129158,-0.0075261,-0.0073679,0.0
33.451,0.0031780,-0.0042350,0.0346820,0.0170529,-0.0072957,-0.0111771,0.0
33.551,0.0009900,-0.0043180,0.0201730,0.0116301,-0.0081503,-0.0151183,0.0
33.651,0.0015440,-0.0025050,-0.0014150,-0.0103445,-0.0022731,-0.0045583,0.0
33.751,0.0029250,0.0005060,-0.0199900,-0.0109378,0.0164941,-0.0008868,0.0
33.852,-0.0009130,0.0027090,-0.0264070,-0.0102192,0.0176529,-0.0004945,0.0
33.952,-0.0030570,0.0031350,-0.0361923,-0.0142418,-0.0178277,-0.0064593,0.0
34.052,-0.0023810,0.0064360,-0.0310412,-0.0093847,-0.0217001,0.0021597,0.0
34.152,-0.0016870,0.0060870,-0.0308124,-0.0033387,0.0083449,0.0112867,0.0
34.252,-0.0042410,0.0071250,-0.0369633,0.0066559,0.0121259,-0.0042959,0.0
34.352,-0.0042800,0.0051660,-0.0343903,-0.0055121,0.0165755,-0.0070559,0.0
34.453,-0.0048280,0.0039240,-0.0372760,0.0167891,0.0285702,-0.0075560,0.0
34.553,-0.0083510,0.0059000,-0.0378925,0.0412390,0.0321904,0.0118202,0.0
34.653,-0.0054480,0.0063460,-0.0317540,-0.0035863,0.0291245,0.0237330,0.0
34.753,-0.0038880,0.0070300,-0.0296470,-0.0120246,0.0470311,0.0325383,0.0
34.853,-0.0063420,0.0035060,-0.0231040,-0.0117318,0.0232788,0.0080611,0.0
34.953,-0.0041110,0.0018060,-0.0133460,-0.0213754,0.0047284,0.0065517,0.0
35.054,-0.0008510,0.0017830,-0.0032820,0.0060079,0.0080401,0.0044640,0.0
35.154,0.0005280,0.0006460,0.0013680,-0.0006978,-0.0094068,0.0193561,0.0
35.254,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
35.354,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
35.454,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
35.554,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
35.655,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
35.755,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
35.855,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
35.955,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.055,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.155,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.255,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.355,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.456,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.556,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.656,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.756,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.856,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
36.956,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
37.056,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
37.157,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
37.257,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
37.357,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0
